,year,week,name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_int,defense_int_tds,defense_misc_tds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_tot,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpmade,kicking_xpmissed,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_first_down,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_first_down,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_touchback,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_first_down,rushing_lng,rushing_loss,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
233,2015.0,15.0,E.Reynolds,00-0031312,yes,PHI,,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2015.0,16.0,E.Reynolds,00-0031312,yes,PHI,,1.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2015.0,17.0,E.Reynolds,00-0031312,no,PHI,,2.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2015.0,9.0,E.Robinson,00-0031624,yes,MIN,OLB,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2015.0,10.0,E.Robinson,00-0031624,no,MIN,OLB,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2015.0,14.0,E.Robinson,00-0031624,no,MIN,OLB,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2015.0,15.0,E.Robinson,00-0031624,yes,MIN,OLB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2015.0,16.0,E.Robinson,00-0031624,yes,MIN,OLB,3.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,2015.0,17.0,E.Robinson,00-0031624,no,MIN,OLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2015.0,3.0,E.Rowe,00-0031555,no,PHI,CB,1.0,0.0,,,,1.0,,,2.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2015.0,4.0,E.Rowe,00-0031555,no,PHI,CB,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2015.0,5.0,E.Rowe,00-0031555,yes,PHI,CB,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2015.0,12.0,E.Rowe,00-0031555,no,PHI,CB,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,2015.0,13.0,E.Rowe,00-0031555,no,PHI,CB,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2015.0,14.0,E.Rowe,00-0031555,yes,PHI,CB,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2015.0,15.0,E.Rowe,00-0031555,yes,PHI,CB,2.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2015.0,16.0,E.Rowe,00-0031555,yes,PHI,CB,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,2015.0,17.0,E.Rowe,00-0031555,no,PHI,CB,2.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2015.0,1.0,E.Royal,00-0026182,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,5.0,0.0,0.0,0.0,,3.0,8.0,,,,,,,,,
490,2015.0,2.0,E.Royal,00-0026182,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,8.0,0.0,0.0,0.0,,28.0,41.0,,,,,,,,,
795,2015.0,3.0,E.Royal,00-0026182,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,3.0,0.0,0.0,0.0,,3.0,17.0,,,,,,,,,
140,2015.0,4.0,E.Royal,00-0026182,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,21.0,7.0,10.0,1.0,0.0,0.0,,32.0,54.0,,,,,,,,,
88,2015.0,6.0,E.Royal,00-0026182,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,5.0,7.0,0.0,0.0,0.0,,59.0,49.0,,,,,,,,,
360,2015.0,8.0,E.Royal,00-0026182,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.0,0.0,0.0,,3.0,2.0,1.0,,-1.0,,0.0,0.0,0.0,,-1.0
491,2015.0,14.0,E.Royal,00-0026182,yes,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,16.0,1.0,0.0,1.0,,16.0,15.0,1.0,2.0,0.0,0.0,0.0,,16.0,15.0,,,,,,,,,
304,2015.0,15.0,E.Royal,00-0026182,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,6.0,0.0,0.0,0.0,,15.0,31.0,,,,,,,,,
672,2015.0,16.0,E.Royal,00-0026182,no,CHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,6.0,0.0,0.0,0.0,,18.0,21.0,,,,,,,,,
642,2015.0,1.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,13.0,3.0,0.0,3.0,,20.0,18.0,8.0,12.0,0.0,0.0,0.0,,17.0,65.0,,,,,,,,,
6,2015.0,2.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,19.0,8.0,14.0,2.0,0.0,0.0,,17.0,87.0,1.0,,0.0,,0.0,0.0,0.0,,0.0
931,2015.0,3.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,8.0,2.0,0.0,2.0,,13.0,34.0,6.0,9.0,0.0,0.0,0.0,,16.0,87.0,,,,,,,,,
810,2015.0,4.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,1.0,0.0,1.0,,2.0,43.0,3.0,6.0,0.0,0.0,0.0,,32.0,68.0,,,,,,,,,
729,2015.0,5.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,1.0,0.0,1.0,,4.0,45.0,9.0,12.0,0.0,0.0,0.0,,52.0,111.0,,,,,,,,,
398,2015.0,6.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,11.0,2.0,0.0,2.0,,19.0,75.0,4.0,11.0,1.0,0.0,0.0,,64.0,109.0,,,,,,,,,
822,2015.0,8.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,13.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,4.0,2.0,6.0,3.0,0.0,3.0,,12.0,11.0,2.0,5.0,0.0,0.0,0.0,,5.0,22.0,,,,,,,,,
655,2015.0,9.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,6.0,11.0,1.0,0.0,0.0,,29.0,90.0,,,,,,,,,
758,2015.0,10.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
938,2015.0,12.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,14.0,2.0,0.0,2.0,,16.0,39.0,6.0,9.0,0.0,0.0,0.0,,16.0,113.0,,,,,,,,,
793,2015.0,13.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,3.0,8.0,0.0,0.0,0.0,,5.0,19.0,1.0,,5.0,,0.0,0.0,0.0,,5.0
788,2015.0,14.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,9.0,3.0,0.0,3.0,,17.0,11.0,2.0,6.0,0.0,0.0,0.0,,6.0,17.0,,,,,,,,,
809,2015.0,15.0,E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,61.0,10.0,16.0,1.0,0.0,0.0,,85.0,181.0,1.0,,24.0,,0.0,0.0,0.0,,24.0
1034,2015.0,16.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,4.0,5.0,1.0,0.0,0.0,,8.0,67.0,,,,,,,,,
881,2015.0,17.0,E.Sanders,00-0027685,yes,DEN,WR,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,46.0,5.0,8.0,0.0,0.0,0.0,,35.0,99.0,,,,,,,,,
180,2015.0,1.0,E.Sims,00-0027787,yes,STL,DE,2.0,0.0,,,,0.0,,,,,1.0,,1.0,-7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,2015.0,5.0,E.Sims,00-0027787,no,STL,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2015.0,7.0,E.Sims,00-0027787,yes,STL,DE,,,,1.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,2015.0,8.0,E.Sims,00-0027787,yes,STL,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2015.0,9.0,E.Sims,00-0027787,no,STL,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2015.0,10.0,E.Sims,00-0027787,yes,STL,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2015.0,11.0,E.Sims,00-0027787,no,STL,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2015.0,12.0,E.Sims,00-0027787,no,STL,DE,1.0,0.0,,,,0.0,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,2015.0,13.0,E.Sims,00-0027787,yes,STL,DE,2.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2015.0,15.0,E.Sims,00-0027787,yes,STL,DE,1.0,0.0,,,,0.0,,,,,1.0,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,2015.0,16.0,E.Sims,00-0027787,no,STL,DE,3.0,1.0,,,,0.0,,,,,2.0,,0.5,-10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,2015.0,17.0,E.Sims,00-0027787,no,STL,DE,0.0,0.0,,,,1.0,,,1.0,,,,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2015.0,11.0,E.Smith,00-0026784,no,TB,OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,2015.0,17.0,E.Spencer,00-0031954,no,TB,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,2015.0,2.0,E.Stinson,00-0031265,no,ARI,DE,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2015.0,6.0,E.Stinson,00-0031265,no,ARI,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2015.0,8.0,E.Stinson,00-0031265,no,ARI,DE,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,2015.0,13.0,E.Stinson,00-0031265,no,ARI,DE,0.0,0.0,,,,0.0,,,,,1.0,,0.0,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2015.0,15.0,E.Stinson,00-0031265,no,ARI,DE,0.0,0.0,,,,0.0,,,,,1.0,,1.0,-5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,2015.0,17.0,E.Stinson,00-0031265,yes,ARI,DE,0.0,0.0,,,,0.0,,,,,1.0,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2015.0,1.0,E.Thomas,00-0027866,no,SEA,FS,3.0,1.0,,,,0.0,,,,,,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,2015.0,2.0,E.Thomas,00-0027866,no,SEA,FS,1.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,2015.0,4.0,E.Thomas,00-0027866,yes,SEA,FS,3.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2015.0,5.0,E.Thomas,00-0027866,no,SEA,FS,0.0,0.0,,,,1.0,,,1.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2015.0,6.0,E.Thomas,00-0027866,yes,SEA,FS,2.0,0.0,,,,1.0,,,4.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2015.0,7.0,E.Thomas,00-0027866,no,SEA,FS,2.0,0.0,,,,0.0,,,,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2015.0,8.0,E.Thomas,00-0027866,no,SEA,FS,1.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2015.0,10.0,E.Thomas,00-0027866,yes,SEA,FS,0.0,0.0,,,,1.0,,,1.0,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2015.0,11.0,E.Thomas,00-0027866,yes,SEA,FS,4.0,0.0,,,,0.0,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,2015.0,12.0,E.Thomas,00-0027866,yes,SEA,FS,0.0,0.0,,,,0.0,,,,,,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2015.0,13.0,E.Thomas,00-0027866,no,SEA,FS,1.0,0.0,,,,1.0,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,2015.0,14.0,E.Thomas,00-0027866,no,SEA,FS,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,2015.0,15.0,E.Thomas,00-0027866,yes,SEA,FS,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,2015.0,16.0,E.Thomas,00-0027866,yes,SEA,FS,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,2015.0,17.0,E.Thomas,00-0027866,no,SEA,FS,0.0,0.0,,,,1.0,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2015.0,1.0,E.Walden,00-0026307,no,IND,OLB,3.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,2015.0,2.0,E.Walden,00-0026307,yes,IND,OLB,0.0,0.0,,,,0.0,,,,,1.0,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,2015.0,3.0,E.Walden,00-0026307,no,IND,OLB,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2015.0,4.0,E.Walden,00-0026307,yes,IND,OLB,1.0,0.0,,,,0.0,,,,,2.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2015.0,5.0,E.Walden,00-0026307,no,IND,OLB,0.0,0.0,,,,0.0,,,,,3.0,,1.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,2015.0,6.0,E.Walden,00-0026307,yes,IND,OLB,2.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,2015.0,7.0,E.Walden,00-0026307,yes,IND,OLB,2.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2015.0,8.0,E.Walden,00-0026307,no,IND,OLB,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,2015.0,9.0,E.Walden,00-0026307,yes,IND,OLB,0.0,0.0,,,,0.0,,,,,1.0,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2015.0,11.0,E.Walden,00-0026307,no,IND,OLB,1.0,1.0,,,,0.0,,,,,2.0,,0.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2015.0,12.0,E.Walden,00-0026307,yes,IND,OLB,0.0,0.0,,,,0.0,,,,,2.0,,2.0,-16.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
