,year,week,name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_int,defense_int_tds,defense_misc_tds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_tot,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpmade,kicking_xpmissed,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_first_down,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_first_down,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_touchback,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_first_down,rushing_lng,rushing_loss,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
691,2015.0,7.0,A.Phillips,00-0031404,yes,SD,CB,2.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2015.0,8.0,A.Phillips,00-0031404,no,SD,CB,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,2015.0,15.0,A.Phillips,00-0031404,yes,SD,CB,1.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2015.0,16.0,A.Phillips,00-0031404,no,SD,CB,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,2015.0,17.0,A.Phillips,00-0031404,no,SD,CB,1.0,0.0,,,,1.0,,,1.0,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,2015.0,3.0,A.Quarless,00-0027753,yes,GB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,2.0,0.0,0.0,0.0,,7.0,14.0,,,,,,,,,
855,2015.0,16.0,A.Quarless,00-0027753,no,GB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,2.0,0.0,0.0,0.0,,2.0,17.0,,,,,,,,,
695,2015.0,17.0,A.Quarless,00-0027753,yes,GB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
116,2015.0,1.0,A.Ripkowski,00-0031612,no,GB,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,2015.0,4.0,A.Ripkowski,00-0031612,no,GB,FB,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2015.0,9.0,A.Ripkowski,00-0031612,no,GB,FB,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,0.0,0.0,,15.0,18.0,,,,,,,,,
153,2015.0,10.0,A.Ripkowski,00-0031612,yes,GB,FB,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,2015.0,15.0,A.Ripkowski,00-0031612,no,GB,FB,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2015.0,1.0,A.Roberts,00-0027691,yes,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,3.0,4.0,0.0,0.0,0.0,,6.0,36.0,,,,,,,,,
450,2015.0,2.0,A.Roberts,00-0027691,yes,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,3.0,0.0,,,,,,,,,
44,2015.0,3.0,A.Roberts,00-0027691,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0,3.0,0.0,0.0,0.0,,0.0,18.0,,,,,,,,,
192,2015.0,6.0,A.Roberts,00-0027691,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,4.0,0.0,0.0,0.0,,1.0,6.0,,,,,,,,,
420,2015.0,7.0,A.Roberts,00-0027691,yes,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,3.0,6.0,0.0,0.0,0.0,,20.0,49.0,,,,,,,,,
240,2015.0,9.0,A.Roberts,00-0027691,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,26.0,2.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2.0,2.0,0.0,0.0,0.0,,8.0,26.0,,,,,,,,,
483,2015.0,11.0,A.Roberts,00-0027691,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,99.0,4.0,1.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2015.0,12.0,A.Roberts,00-0027691,yes,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,24.0,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
206,2015.0,1.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1.0,6.0,0.0,0.0,0.0,,5.0,27.0,,,,,,,,,
805,2015.0,2.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,52.0,6.0,12.0,2.0,0.0,0.0,,11.0,155.0,,,,,,,,,
454,2015.0,3.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,4.0,9.0,0.0,0.0,0.0,,13.0,68.0,,,,,,,,,
368,2015.0,4.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,4.0,12.0,0.0,0.0,0.0,,12.0,80.0,,,,,,,,,
359,2015.0,5.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,7.0,9.0,2.0,0.0,0.0,,12.0,72.0,,,,,,,,,
539,2015.0,6.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,12.0,1.0,0.0,0.0,,12.0,86.0,,,,,,,,,
100,2015.0,7.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,6.0,9.0,1.0,0.0,0.0,,14.0,98.0,,,,,,,,,
400,2015.0,9.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,6.0,11.0,0.0,0.0,0.0,,22.0,121.0,,,,,,,,,
484,2015.0,10.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,11.0,1.0,0.0,0.0,,32.0,51.0,,,,,,,,,
44,2015.0,11.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,5.0,7.0,0.0,0.0,0.0,,19.0,113.0,,,,,,,,,
612,2015.0,12.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,11.0,1.0,0.0,0.0,,26.0,56.0,,,,,,,,,
349,2015.0,13.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,10.0,15.0,3.0,0.0,0.0,,39.0,153.0,,,,,,,,,
333,2015.0,14.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,0.0,0.0,,0.0,4.0,,,,,,,,,
360,2015.0,15.0,A.Robinson,00-0031428,yes,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,3.0,5.0,1.0,0.0,0.0,,9.0,57.0,,,,,,,,,
188,2015.0,16.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,6.0,9.0,1.0,0.0,0.0,,92.0,151.0,,,,,,,,,
287,2015.0,17.0,A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,36.0,5.0,9.0,0.0,0.0,0.0,,38.0,108.0,,,,,,,,,
85,2015.0,1.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,18.0,104.0,,5.0,46.0,,0.0,,,3.0,0.0,0.0,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,15.0,,0.0,0.0,0.0,,35.0
929,2015.0,2.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,25.0,155.0,,8.0,85.0,,0.0,2.0,-15.0,2.0,1.0,1.0,,249.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,9.0,,0.0,0.0,0.0,,23.0
993,2015.0,3.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,24.0,156.0,,11.0,124.0,,0.0,1.0,-8.0,5.0,0.0,0.0,,333.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,11.0,,0.0,0.0,0.0,,16.0
674,2015.0,4.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,22.0,111.0,,10.0,135.0,,0.0,3.0,-24.0,1.0,0.0,0.0,,224.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,17.0,,0.0,0.0,0.0,,33.0
533,2015.0,5.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,30.0,19.0,57.0,,11.0,92.0,2.0,2.0,2.0,-5.0,2.0,0.0,0.0,,241.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,18.0,,0.0,0.0,0.0,,39.0
668,2015.0,6.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,16.0,87.0,,13.0,179.0,,0.0,3.0,-18.0,2.0,0.0,0.0,,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,15.0,,0.0,0.0,0.0,,14.0
814,2015.0,8.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,22.0,14.0,34.0,,8.0,85.0,,0.0,3.0,-27.0,0.0,0.0,0.0,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,17.0,,0.0,0.0,0.0,,31.0
150,2015.0,9.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,48.0,25.0,205.0,,23.0,242.0,1.0,1.0,5.0,-38.0,4.0,1.0,1.0,,369.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,8.0,,0.0,0.0,0.0,,22.0
140,2015.0,10.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,35.0,185.0,,26.0,312.0,,0.0,3.0,-8.0,2.0,1.0,0.0,1.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,9.0,,0.0,0.0,0.0,,8.0
412,2015.0,11.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,16.0,116.0,,18.0,214.0,,0.0,2.0,-16.0,2.0,1.0,1.0,,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,8.0,,0.0,0.0,0.0,,6.0
137,2015.0,12.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,43.0,22.0,58.0,,21.0,213.0,1.0,1.0,2.0,-14.0,1.0,0.0,0.0,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,18.0,,0.0,0.0,0.0,,33.0
7,2015.0,13.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,36.0,24.0,147.0,,12.0,252.0,1.0,1.0,3.0,-27.0,2.0,0.0,0.0,,273.0,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,,17.0,,1.0,1.0,0.0,1.0,27.0
858,2015.0,14.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,22.0,65.0,,13.0,137.0,,0.0,2.0,-13.0,2.0,0.0,0.0,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,16.0,,0.0,0.0,0.0,,27.0
739,2015.0,15.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,22.0,144.0,,17.0,218.0,1.0,1.0,2.0,-14.0,1.0,0.0,0.0,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,0.0,0.0,0.0,,-1.0
809,2015.0,16.0,A.Rodgers,00-0023459,no,GB,QB,,,,,,,,,,,,,,,,1.0,,,,3.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,28.0,15.0,81.0,,13.0,189.0,1.0,1.0,8.0,-70.0,1.0,1.0,1.0,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,10.0,,0.0,0.0,0.0,,19.0
681,2015.0,17.0,A.Rodgers,00-0023459,yes,GB,QB,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,44.0,28.0,156.0,,16.0,238.0,1.0,1.0,5.0,-17.0,1.0,0.0,0.0,,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,11.0,,0.0,0.0,0.0,,12.0
99,2015.0,1.0,A.Rolle,00-0023443,yes,CHI,,2.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2015.0,2.0,A.Rolle,00-0023443,yes,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2015.0,3.0,A.Rolle,00-0023443,no,CHI,,3.0,0.0,,,,0.0,,,,,,,0.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2015.0,4.0,A.Rolle,00-0023443,yes,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2015.0,8.0,A.Rolle,00-0023443,yes,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2015.0,9.0,A.Rolle,00-0023443,no,CHI,,0.0,0.0,,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2015.0,10.0,A.Rolle,00-0023443,no,CHI,,0.0,0.0,,,,0.0,,,1.0,,,,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2015.0,1.0,A.Rubin,00-0026330,no,SEA,DT,1.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,2015.0,2.0,A.Rubin,00-0026330,no,SEA,DT,1.0,0.0,,,,0.0,,,,,2.0,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2015.0,3.0,A.Rubin,00-0026330,yes,SEA,DT,2.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,2015.0,4.0,A.Rubin,00-0026330,yes,SEA,DT,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2015.0,5.0,A.Rubin,00-0026330,no,SEA,DT,1.0,0.0,,,,0.0,,,,,1.0,,1.0,-3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2015.0,6.0,A.Rubin,00-0026330,yes,SEA,DT,2.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,2015.0,8.0,A.Rubin,00-0026330,no,SEA,DT,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,2015.0,10.0,A.Rubin,00-0026330,yes,SEA,DT,0.0,0.0,,,,0.0,,,,,1.0,,1.0,-6.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,2015.0,11.0,A.Rubin,00-0026330,yes,SEA,DT,1.0,0.0,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2015.0,12.0,A.Rubin,00-0026330,yes,SEA,DT,1.0,0.0,,,,1.0,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2015.0,13.0,A.Rubin,00-0026330,no,SEA,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,2015.0,14.0,A.Rubin,00-0026330,no,SEA,DT,2.0,0.0,,,,0.0,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,2015.0,15.0,A.Rubin,00-0026330,yes,SEA,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,2015.0,16.0,A.Rubin,00-0026330,yes,SEA,DT,2.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,2015.0,17.0,A.Rubin,00-0026330,no,SEA,DT,0.0,0.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,2015.0,1.0,A.Seferian-Jenkins,00-0031418,yes,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,41.0,5.0,7.0,2.0,0.0,0.0,,55.0,110.0,,,,,,,,,
618,2015.0,2.0,A.Seferian-Jenkins,00-0031418,no,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,20.0,,,,,,,,,,,,,,,,,21.0,2.0,3.0,0.0,0.0,0.0,,3.0,29.0,,,,,,,,,
622,2015.0,13.0,A.Seferian-Jenkins,00-0031418,yes,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,6.0,0.0,0.0,0.0,,3.0,31.0,,,,,,,,,
624,2015.0,14.0,A.Seferian-Jenkins,00-0031418,yes,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,6.0,0.0,0.0,0.0,,6.0,31.0,,,,,,,,,
40,2015.0,15.0,A.Seferian-Jenkins,00-0031418,no,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,13.0,3.0,6.0,1.0,0.0,0.0,,6.0,29.0,,,,,,,,,
712,2015.0,16.0,A.Seferian-Jenkins,00-0031418,yes,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2.0,4.0,1.0,0.0,0.0,,2.0,60.0,,,,,,,,,
818,2015.0,17.0,A.Seferian-Jenkins,00-0031418,no,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,3.0,7.0,0.0,0.0,0.0,,21.0,48.0,,,,,,,,,
971,2015.0,1.0,A.Sendejo,00-0027914,no,MIN,SS,0.0,0.0,1.0,,,0.0,,,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,2015.0,2.0,A.Sendejo,00-0027914,yes,MIN,SS,0.0,0.0,,1.0,,0.0,,,,,,,0.0,,,5.0,,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
